nome_da_música,nome_do_artista,rank_de_todos_os_tempos,pontuação_da_faixa,reproduções_spotify,contagem_de_playlists_spotify,alcance_das_playlists_spotify,popularidade_no_spotify,contagem_playlists_apple_music,contagem_playlists_deezer,alcance_playlists_deezer
Stolen Dance,Milky Chance,"2,558",28,"1,460,945,792","331,171","51,661,945",76,83,111,"1,223,193"
Set Me Free Pt.2,Jimin,"2,554",28,"350,802,342","12,581","16,368,476",76,5,24,"4,592,140"
Azul,J Balvin,"2,557",28,"489,654,759","60,072","13,255,516",63,92,28,"1,649,348"
LOCATION,KAROL G,"2,551",28,"236,644,328","36,130","7,600,107",50,56,17,"120,355"
Terminator,King Promise,"2,559",28,"34,026,239","8,723","6,659,055",58,23,2,"5,829"
Snowman,Sia,"2,561",28,"947,770,190","123,852","25,500,657",69,128,55,"984,795"
Hurricane,Kanye West,"2,549",28,"404,497,617","108,795","16,231,758",62,51,16,"456,029"
Strip That Down (feat. Quavo),Liam Payne,"2,560",28,"1,000,549,809","86,051","18,285,158",63,99,38,"236,519"
Lost in the Fire (feat. The Weeknd),Gesaffelstein,"2,564",27.9,"895,496,661","158,437","56,718,950",75,109,40,"314,982"
Minha Heranï¿½,Ana Castela,"2,575",27.9,"3,582,494",506,"20,021,976",64,2,10,"7,390,687"
Diva Yorgun,Melike ï¿½ï¿½,"2,574",27.9,"62,458,329","7,526","1,713,723",58,10,2,"1,346"
The Man He Sees in Me,Luke Combs,"2,569",27.9,"5,942,861",766,"17,968,556",71,24,6,"22,284"
Dilemma,Nelly,"2,573",27.9,"859,999,247","170,136","65,334,656",74,116,63,"1,211,577"
My wrist (with Young Thug),Yeat,"2,572",27.9,"83,393,310","32,703","6,521,059",64,10,3,"30,356"
GigaChad Theme - Phonk House Version,g3ox_em,"2,571",27.9,"282,776,356","45,283","24,157,482",69,13,6,"105,684"
Jackie Chan,Tiï¿½ï¿,"2,562",27.9,"867,318,774","122,200","28,477,959",66,130,104,"757,074"
Words (feat. Zara Larsson),Alesso,"2,563",27.9,"383,945,607","58,627","45,560,940",72,83,31,"987,836"
Bombonzinho - Ao Vivo,Israel & Rodolffo,"2,576",27.9,"343,704,935","21,379","13,592,125",61,22,35,"1,242,324"
Mil Preguntas,The La Planta,"2,567",27.9,"27,026,914","2,367","8,527,648",70,2,6,"326,442"
OJALï¿,Maria Becerra,"2,579",27.8,"168,710,415","16,559","4,927,487",56,12,12,"232,266"
Bejeweled,Taylor Swift,"2,577",27.8,"536,110,386","32,472","22,834,672",71,46,5,"282,241"
Heaven,Kane Brown,"2,584",27.8,"492,361,216","43,773","13,627,930",66,46,6,"48,525"
FERXXO 151,Feid,"2,587",27.8,"106,899,723","23,959","10,822,808",64,15,15,"751,335"
Young And Beautiful,Lana Del Rey,"2,586",27.8,"1,256,488,099","158,078","59,355,964",80,85,53,"345,045"
United In Grief,Kendrick Lamar,"2,578",27.8,"246,425,341","81,509","7,710,812",71,5,3,"15,986"
Drunk in Love,Beyoncï¿,"2,588",27.8,"607,315,454","73,281","24,577,326",67,129,75,"619,730"
La Vida Sin Ti,Rels B,"2,581",27.8,"50,171,337","3,367","20,131,086",74,15,8,"173,353"
FREAK,YUQI,"2,604",27.7,"9,956,970",918,"11,306,595",66,6,2,"1,891"
Casa Mia,Ghali,"2,607",27.7,"55,157,600","3,119","3,112,859",74,19,1,"8,291"
Kaikai Kitan,Eve,"2,596",27.7,"404,765,225","64,972","8,591,521",68,36,2,"19,827"
Opp Stoppa (feat. 21 Savage),YBN Nahmir,"2,603",27.7,"246,949,197","80,591","7,682,255",64,19,22,419
Mary On A Cross,Ghost,"2,594",27.7,"589,145,587","130,464","19,387,390",71,38,16,"143,067"
Go Fuck Yourself,Two Feet,"2,591",27.7,"649,191,183","160,382","29,032,760",68,11,13,"151,243"
Antidepresan,Mert Demir,"2,605",27.7,"172,362,945","25,648","5,961,079",62,13,3,"1,567,627"
Rise,Jonas Blue,"2,592",27.7,"872,518,334","93,636","18,157,143",64,98,55,"1,280,746"
Summertime Sadness,Lana Del Rey,"2,606",27.7,"1,442,872,605","204,954","53,282,968",79,115,65,"1,116,035"
8:00 AM,Nicki Nicole,"2,601",27.7,"135,465,283","20,671","8,011,051",63,20,19,"222,294"
PICK IT UP (feat. A$AP Rocky),Famous Dex,"2,595",27.7,"577,534,277","47,818","8,308,985",58,16,14,"11,210"
Double Fantasy (with Future),The Weeknd,"2,597",27.7,"180,940,067","36,631","14,272,823",66,31,10,"290,434"
Wild as Her,Corey Kent,"2,614",27.6,"180,186,017","32,769","6,038,439",66,23,4,976
Beautiful (feat. Camila Cabello),Bazzi,"2,611",27.6,"737,482,160","55,335","17,510,051",66,52,25,"52,812"
Summertime Sadness (Sped Up),Lana Del Rey,"2,613",27.6,"68,235,585","10,765","7,466,559",59,1,1,"27,653"
Ignorantes,Bad Bunny,"2,618",27.6,"671,572,185","88,857","22,055,975",62,70,26,"309,402"
Break Free,Ariana Grande,"2,610",27.6,"899,830,382","96,199","41,829,450",70,123,65,"813,444"
Risk,Gracie Abrams,"2,617",27.6,"41,114,784","2,686","35,162,711",78,41,36,"7,998,062"
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,"2,615",27.6,"286,381,494","54,422","8,157,305",61,37,19,"73,121"
Acapulco,Jason Derulo,"2,608",27.6,"442,260,324","67,318","33,339,871",65,65,34,"1,756,415"
GHOST TOWN,Benson Boone,"2,612",27.6,"382,177,076","65,369","34,887,197",66,46,22,"651,078"
Bande organisï¿½,13 Organisï¿,"2,625",27.5,"267,241,905","62,950","4,938,947",63,51,42,"6,246,257"
Only Human,Jonas Brothers,"2,634",27.5,"508,463,163","58,919","15,436,258",65,66,24,"166,715"
Daddy Issues,The Neighbourhood,"2,627",27.5,"1,435,372,572","239,555","84,147,867",80,47,24,"84,882"
Cha Cha Cha,Kï¿½ï¿½ï¿½,"2,624",27.5,"143,311,775","42,463","3,803,730",66,29,6,"58,900"
Diabï¿½ï¿½,Cris Mj,"2,628",27.5,"83,966,111","12,847","42,315,256",73,8,8,"1,878,242"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,"2,626",27.5,"1,120,187,276","153,725","45,935,052",70,236,148,"1,143,603"
Another Love (Tiï¿½ï¿½sto Re,Tom Odell,"2,620",27.5,"141,141,890","32,658","32,977,028",67,20,23,"557,055"
Tu Aake Dekhle,King,"2,629",27.5,"410,639,967","33,664","5,963,459",69,9,1,"1,097"
Viva La Vida,Coldplay,"2,619",27.5,"2,102,223,775","335,772","128,128,093",80,93,174,"4,371,982"
Nice to Meet You,Imagine Dragons,"2,623",27.5,"15,062,636","1,446","39,911,356",75,40,29,"894,139"
Verte Ir,DJ Luian,"2,622",27.5,"550,967,367","65,928","18,945,081",64,35,7,"293,349"
Pink + White,Frank Ocean,"2,642",27.4,"1,299,650,856","228,950","71,708,447",83,163,46,"1,275,701"
Mother,Meghan Trainor,"2,640",27.4,"79,738,242","12,390","2,274,976",57,15,4,"7,837"
Flashback (feat. Gazo),Favï¿,"2,654",27.4,"88,014,813","16,418","4,788,967",66,10,15,"5,475,765"
Space Song,Beach House,"2,646",27.4,"1,099,069,598","261,122","71,073,470",73,88,14,"264,505"
OKAY,JT,"2,641",27.4,"16,446,111","1,966","36,576,049",65,33,5,"86,874"
Chill Bill,Rob $tone,"2,649",27.4,"843,861,768","155,472","20,340,958",70,30,18,"99,006"
My Way,Calvin Harris,"2,636",27.4,"1,014,534,913","132,592","41,964,503",73,146,99,"607,512"
Big City Life,Luude,"2,653",27.4,"181,323,700","71,547","13,471,679",65,23,4,"4,860"
'Till I Collapse,Eminem,"2,651",27.4,"1,958,809,069","282,888","74,055,843",79,83,37,"924,049"
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,"2,655",27.4,"662,257,934","113,043","31,739,594",71,58,7,"3,709"
Jumbotron Shit Poppin,Drake,"2,635",27.4,"126,296,463","44,782","4,407,877",62,22,1,891
La Nota,Manuel Turizo,"2,648",27.4,"560,949,285","80,872","37,192,436",64,124,21,"1,781,933"
Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,"2,644",27.4,"346,860,422","29,735","10,707,382",65,32,10,"72,268"
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,"2,639",27.4,"223,652,808","18,262","11,833,709",70,29,4,"24,189"
Elini Ver,Amo988,"2,637",27.4,"15,352,061",639,"5,601,320",72,12,2,"1,581,911"
Porfa,Feid,"2,661",27.3,"396,184,710","62,515","16,214,167",65,43,21,"126,240"
P power (feat. Drake),Gunna,"2,671",27.3,"307,122,295","91,786","17,784,294",69,19,11,"64,551"
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The,Taylor Swift,"2,673",27.3,"247,056,218","19,231","16,723,973",69,30,13,"387,578"
Derniï¿½ï¿½re d,Indila,"2,672",27.3,"410,783,411","84,509","10,769,145",72,18,35,"6,308,639"
Fight Song,Rachel Platten,"2,670",27.3,"897,794,289","92,326","47,254,001",69,2,20,"59,768"
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,"2,665",27.3,"765,374,782","69,032","29,531,913",67,109,353,"748,613"
Losing It,FISHER,"2,668",27.3,"523,954,769","213,614","31,880,596",67,102,43,"349,670"
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,"2,660",27.3,"815,243,082","140,617","18,381,330",66,43,12,"8,457"
Dick (feat. Doja Cat),StarBoi3,"2,669",27.3,"247,462,687","55,580","12,451,213",61,26,5,"4,470"
Perfect Strangers,Jonas Blue,"2,664",27.3,"1,050,246,077","113,716","28,088,689",69,95,45,"626,313"
Hey Brother,Avicii,"2,663",27.3,"1,007,623,089","168,666","43,769,189",72,57,51,"151,326"
Otra Noche,Los ï¿½ï¿½ngeles Az,"2,659",27.3,"238,849,559","26,517","11,475,144",64,12,13,"369,524"
Yet To Come,BTS,"2,656",27.3,"344,744,597","16,095","22,964,291",64,28,15,"304,852"
When I'm Gone,Alesso,"2,658",27.3,"279,996,207","36,648","30,173,875",64,71,43,"750,115"
Girlfriend,Ruger,"2,691",27.2,"56,670,689","18,344","1,864,537",16,31,2,"131,930"
911,Fuerza Regida,"2,676",27.2,"181,695,722","14,262","7,383,896",68,8,3,"32,011"
Always,Daniel Caesar,"2,688",27.2,"281,707,091","40,049","16,537,367",74,13,3,"2,038"
YKWIM?,Yot Club,"2,681",27.2,"675,984,633","147,651","25,369,800",75,8,3,"39,672"
Damage,H.E.R.,"2,686",27.2,"108,241,832","24,791","8,314,569",53,82,24,"606,294"
Rags2Riches 2 (feat. Lil Baby),Rod Wave,"2,687",27.2,"227,802,182","65,190","11,346,495",61,14,3,"4,527"
Bellyache,Billie Eilish,"2,679",27.2,"965,899,534","101,445","18,858,886",73,76,15,"208,011"
No Wahala,1da Banton,"2,685",27.2,"154,010,050","66,808","4,409,868",63,38,13,"538,366"
Wait a Minute!,WILLOW,"2,678",27.2,"1,081,039,358","220,073","41,752,381",73,65,31,"308,544"
Ojos Marrones,Lasso,"2,690",27.2,"370,988,405","33,800","12,228,512",68,23,9,"88,374"
512,Mora,"2,674",27.2,"475,820,416","85,784","28,617,350",70,30,8,"62,828"
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,"2,677",27.2,"123,627,077","39,465","44,425,341",71,13,30,"549,938"
Sï¿½ï¿½guelo Bail,Ozuna,"2,705",27.1,"544,755,640","58,066","16,986,234",66,27,12,"55,568"
Arranca (feat. Omega),Becky G,"2,699",27.1,"161,172,707","23,604","23,467,570",66,48,45,"1,978,100"
The Family Madrigal,Stephanie Beatriz,"2,698",27.1,"217,919,853","22,687","11,527,473",63,19,1,"81,124"
Hasta Abajo,KEVIN ROLDAN,"2,702",27.1,"380,367,132","62,939","11,576,619",64,27,8,"59,407"
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Yeat,"2,701",27.1,"233,573,513","67,981","8,674,549",69,12,3,"126,922"
Bon appï¿½ï¿,Katy Perry,"2,700",27.1,"280,898,252","32,458","9,112,382",60,47,27,"139,079"
I'm the One,DJ Khaled,"2,704",27.1,"1,257,029,279","122,763","29,582,588",67,143,72,"445,792"
Typa Girl,BLACKPINK,"2,697",27.1,"357,054,107","20,864","10,226,449",66,5,2,"80,569"
Ayy Macarena,Tyga,"2,703",27.1,"417,311,779","106,485","11,727,622",61,59,42,"152,402"
ELA PIROU NA DODGE RAM,Luan Pereira,"2,692",27.1,"149,455,007","13,028","12,083,352",17,2,20,"988,870"
Party In The U.S.A.,Miley Cyrus,"2,695",27.1,"1,587,114,096","210,519","147,125,974",76,185,56,"1,708,084"
Wet Dreamz,J. Cole,"2,724",27,"1,244,864,869","247,570","43,778,928",76,18,17,"219,251"
Next Level,aespa,"2,715",27,"245,384,123","26,925","9,940,497",68,41,2,"5,767"
Whiskey Glasses,Morgan Wallen,"2,712",27,"806,728,296","86,002","17,665,355",75,39,3,"2,872"
Esta Vida,Marshmello,"2,719",27,"94,359,848","23,027","26,530,704",61,37,51,"759,785"
Dusk Till Dawn - Radio Edit,ZAYN,"2,710",27,"1,687,683,940","177,653","44,326,008",75,117,115,"601,297"
Shotta Flow [Remix],NLE Choppa,"2,720",27,"496,344,788","114,433","11,312,277",21,5,6,"30,933"
Bolide allemand,SDM,"2,711",27,"152,546,936","33,014","4,883,069",68,32,23,"5,408,422"
Amor Tumbado,Natanael Cano,"2,706",27,"413,743,535","39,980","7,003,058",73,19,5,"36,707"
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,"2,723",27,"155,399,041","62,013","13,710,934",60,26,14,"128,215"
Don't Mind,Kent Jones,"2,725",27,"416,147,244","59,100","10,161,185",59,72,17,"71,207"
Dientes,J Balvin,"2,721",27,"38,622,215","13,808","12,799,845",4,29,30,"498,777"
Look Alive (feat. Drake),BlocBoy JB,"2,717",27,"982,424,606","140,455","29,753,134",63,24,12,"18,818"
Midnight Rain,Taylor Swift,"2,714",27,"658,208,129","36,730","23,499,391",72,26,2,"124,794"
Boo'd Up,Ella Mai,"2,726",27,"79,783,827","9,749","2,909,695",53,21,9,"474,845"
A Mï¿,Rels B,"2,716",27,"631,152,992","82,632","15,285,194",76,16,12,"222,155"
Burn It Down,Parker McCollum,"2,737",26.9,"42,332,727","7,018","6,690,589",65,22,6,"1,675,871"
Whole Lotta Choppas,Sada Baby,"2,731",26.9,"55,312,275","16,559","2,391,593",45,19,3,"1,550"
Heartless,Kanye West,"2,738",26.9,"1,315,577,954","261,770","60,550,990",79,96,26,"207,876"
Skate,Bruno Mars,"2,733",26.9,"248,947,222","70,726","16,159,530",63,95,51,"781,953"
Mercy,Shawn Mendes,"2,727",26.9,"1,351,515,181","114,379","33,997,882",74,14,33,"125,150"
Dame Tu Cosita (feat. Cutty Ranks),El Chombo,"2,729",26.9,"47,325,533","11,423","1,899,926",54,3,2,428
Enemy - from the series Arcane League of Legends,Imagine Dragons,"2,728",26.9,"313,209,345","57,092","6,389,142",65,6,1,173
Mount Everest,Labrinth,"2,734",26.9,"612,159,812","128,472","33,056,872",72,32,23,"112,133"
Escï¿½ï¿½n,ýýengo Flow,"2,736",26.9,"63,748,913","11,841","9,184,869",60,4,4,"34,988"
This Is The Life,LIZOT,"2,750",26.8,"72,773,866","23,003","14,286,816",71,15,21,"317,385"
Baianï¿,Bakermat,"2,739",26.8,"402,771,910","128,641","26,735,486",73,76,84,"7,706,000"
Homicide (feat. Eminem),Logic,"2,751",26.8,"526,019,789","102,549","19,459,269",64,16,10,"32,864"
More Than My Hometown,Morgan Wallen,"2,755",26.8,"503,296,417","55,067","8,724,047",74,27,3,"3,237"
Work Out,J. Cole,"2,740",26.8,"955,547,971","199,078","33,681,550",76,42,13,"46,065"
Fall In Love Alone,Stacey Ryan,"2,746",26.8,"250,626,750","28,158","11,808,223",66,17,8,"296,083"
Plain Jane,A$AP Ferg,"2,752",26.8,"733,772,721","146,447","26,777,778",65,104,13,"60,539"
ORANGE SODA,Baby Keem,"2,745",26.8,"676,690,653","183,862","33,470,385",73,34,8,"26,697"
Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,"2,753",26.8,"21,634,137","6,881","1,871,089",40,10,5,"12,192"
Righteous,Juice WRLD,"2,749",26.8,"553,627,198","108,088","18,837,961",64,32,12,"64,179"
Tï¿½ï¿½,Ozuna,"2,742",26.8,"500,508,660","31,360","12,078,276",68,12,2,"41,455"
9mm,Memphis Cult,"2,754",26.8,"157,826,873","34,124","27,264,746",4,5,1,"70,402"
Envy Me,Calboy,"2,759",26.7,"492,873,992","86,600","11,849,689",58,23,13,"355,605"
vendetta!,MUPP,"2,773",26.7,"317,919,778","77,387","27,153,082",68,17,3,"91,280"
Tï¿½ï¿½ OK (Re,DENNIS,"2,775",26.7,"112,629,182","13,995","21,476,863",68,16,43,"1,673,614"
I'll Be Waiting,Cian Ducrot,"2,756",26.7,"185,042,019","41,058","8,054,809",62,35,19,"88,224"
Admirin' You (feat. Preston Pablo),Karan Aujla,"2,760",26.7,"97,989,585","11,146","3,310,108",63,16,1,117
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,"2,772",26.7,"475,881,575","74,084","11,532,863",57,24,13,"40,167"
One Thing Right,Marshmello,"2,763",26.7,"545,011,148","69,335","15,972,797",65,75,64,"349,555"
Wildest Dreams,Taylor Swift,"2,771",26.7,"964,058,806","102,916","33,415,141",70,76,9,"130,475"
What About Us,P!nk,"2,765",26.7,"788,403,596","79,260","39,889,584",70,117,68,"904,824"
On The Floor,Jennifer Lopez,"2,768",26.7,"456,241,170","89,265","34,214,641",69,70,51,"1,139,278"
Mentalitï¿,Baby Gang,"2,761",26.7,"120,605,300","50,347","2,257,680",66,6,3,"6,160"
Captain Hook,Megan Thee Stallion,"2,787",26.6,"199,063,354","27,343","10,046,715",59,30,9,"49,722"
Time Today,Moneybagg Yo,"2,785",26.6,"191,071,471","61,218","9,916,175",65,53,8,"74,205"
Hold Me While You Wait,Lewis Capaldi,"2,790",26.6,"793,528,511","99,106","36,201,454",70,46,22,"48,891"
messy in heaven,venbee,"2,779",26.6,"120,785,398","45,503","9,878,550",59,34,17,"214,166"
Maquillaje,Renn,"2,776",26.6,"71,320,813","6,751","23,980,309",76,5,17,"817,857"
Novidade na ï¿½ï¿,Mc Livinho,"2,794",26.6,"191,234,818","26,907","12,302,377",64,14,21,"311,304"
Coming for You (feat. A1 x J1),SwitchOTR,"2,786",26.6,"169,896,142","75,491","4,711,796",56,13,9,"30,030"
Toxic Pony,ALTï¿½ï,"2,783",26.6,"103,232,015","33,577","15,250,725",60,13,6,"35,415"
Aquï¿½ï¿½ A,Christian Nodal,"2,791",26.6,"423,313,161","33,148","12,012,992",66,17,15,"694,760"
Whistle,Flo Rida,"2,784",26.6,"814,272,136","180,832","45,770,125",72,35,31,"288,330"
Ceux qu'on ï¿½ï¿½,Pierre Garnier,"2,793",26.6,"50,498,801","2,884","6,002,529",70,30,40,"17,971,354"
Apaga El Cel,Calle 24,"2,778",26.6,"145,975,016","6,115","16,399,686",82,4,5,"1,265,523"
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,Ahmed Saad,"2,781",26.6,"20,588,020","3,465","1,820,609",58,6,3,"29,136"
Leave Me Alone,Flipp Dinero,"2,782",26.6,"651,863,663","122,266","17,925,064",62,38,10,"12,666"
In My Head,Lil Tjay,"2,804",26.5,"237,061,046","82,335","8,632,456",63,13,14,"94,957"
Plan A,Paulo Londra,"2,808",26.5,"275,416,061","45,154","6,010,438",58,17,13,"69,057"
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,"2,795",26.5,"1,226,381,432","8,351","1,645,328",46,41,1,697
River,Bishop Briggs,"2,805",26.5,"547,304,707","93,449","17,009,946",68,48,11,"5,595"
Dil Diyan Gallan,Atif Aslam,"2,801",26.5,"204,127,666","20,958","11,366,583",65,16,1,927
Little Bit of Love,Tom Grennan,"2,810",26.5,"389,164,529","60,436","21,604,450",62,75,37,"212,978"
I Knew You Were Trouble.,Taylor Swift,"2,809",26.5,"839,642,356","110,606","35,486,997",72,62,18,"105,709"
The Real Slim Shady,Eminem,"2,796",26.5,"1,798,020,679","352,947","75,283,550",81,93,68,"2,765,272"
Save Me,Jelly Roll,"2,799",26.5,"143,528,699","26,295","1,211,007",65,2,1,"2,482"
Ni Me Debes Ni Te Debo,Carin Leon,"2,797",26.5,"168,963,270","9,329","6,528,413",52,7,6,"21,467"
Scared To Be Lonely,Martin Garrix,"2,815",26.4,"1,254,883,107","131,909","46,601,399",73,133,82,"710,034"
Un Aï¿½,Sebastian Yatra,"2,819",26.4,"573,290,850","44,972","20,961,958",67,45,36,"162,734"
21,Polo G,"2,814",26.4,"500,766,243","134,529","11,500,707",67,21,2,"9,498"
I Gotta Feeling,Black Eyed Peas,"2,817",26.4,"1,423,655,688","306,620","108,479,481",76,281,150,"2,704,374"
SO DONE,The Kid LAROI,"2,820",26.4,"428,787,524","95,178","8,705,363",62,69,18,"2,013"
No Es Justo,J Balvin,"2,835",26.3,"580,941,059","55,176","15,983,158",64,43,43,"197,076"
New Jeans,NewJeans,"2,840",26.3,"253,890,110","22,593","5,131,270",73,7,1,"18,402"
WANNABE,ITZY,"2,825",26.3,"365,845,397","29,751","5,840,656",66,23,9,"45,969"
Yï¿½ï¿½reï¿½ï¿½i,Amo988,"2,841",26.3,"75,979,813","7,579","4,760,968",68,2,3,"1,583,000"
Champagne Poetry,Drake,"2,836",26.3,"308,396,120","99,705","14,089,454",66,16,10,"140,499"
Imitadora,Romeo Santos,"2,823",26.3,"503,904,686","47,427","13,586,022",73,26,16,"397,294"
20 Min,Lil Uzi Vert,"2,830",26.3,"1,006,734,157","224,587","27,766,092",77,19,5,"15,053"
Ya No Tiene Novio,Sebastian Yatra,"2,834",26.3,"431,529,832","32,115","14,298,721",63,31,34,"69,942"
Your Power,Billie Eilish,"2,838",26.3,"423,439,672","79,149","22,567,177",68,130,28,"568,814"
PERO Tï¿,KAROL G,"2,827",26.3,"212,911,684","22,815","8,668,393",71,9,6,"404,308"
N'y pense plus,Tayc,"2,833",26.3,"177,952,382","60,714","3,538,535",63,26,12,"110,119"
Body,Megan Thee Stallion,"2,831",26.3,"327,693,363","59,033","19,679,788",63,19,10,"24,852"
Where You Are,John Summit,"2,822",26.3,"123,058,600","41,625","65,080,812",71,40,22,"409,177"
Scream & Shout,will.i.am,"2,821",26.3,"767,661,283","177,756","49,961,171",72,61,41,"869,079"
bigger thï¿½ï¿½n everyt,Yeat,"2,832",26.3,"48,790,265","26,044","5,580,526",59,6,2,"43,891"
This Is Me,Keala Settle,"2,852",26.2,"809,894,358","80,591","19,776,253",66,71,20,"48,491"
QUE PRETENDES,J Balvin,"2,849",26.2,"806,817,589","85,661","29,532,086",71,116,42,"919,695"
Nï¿½ï¿½o Vou Nam,DJ Ws da Igrejinha,"2,850",26.2,"73,192,291","7,800","40,120,103",79,1,24,"14,916,452"
Rim Tim Tagi Dim,Baby Lasagna,"2,848",26.2,"34,926,866","4,003","4,119,043",75,13,18,"177,178"
Baila Baila Baila,Ozuna,"2,845",26.2,"563,326,343","71,108","14,798,709",64,39,19,"1,388,183"
Ms. Jackson,Pashanim,"2,847",26.2,"91,200,208","31,859","7,752,540",69,16,10,"9,087,073"
Happier (feat. Clementine Douglas),The Blessed Madonna,"2,846",26.2,"30,812,151","5,012","42,546,998",71,48,32,"3,648,043"
Psycho,Red Velvet,"2,851",26.2,"471,042,668","37,370","8,743,783",66,21,7,"3,371"
Rhyme Dust,MK,"2,843",26.2,"116,992,202","44,035","62,486,297",65,50,22,"274,665"
Tu Foto,Q' Lokura,"2,869",26.1,"9,244,547",925,"8,931,821",69,1,1,"231,785"
Loco,Justin Quiles,"2,864",26.1,"417,078,369","80,390","22,262,789",61,61,25,"73,195"
Siempre Pendientes,Peso Pluma,"2,865",26.1,"395,739,041","34,865","14,461,323",69,18,1,"4,087"
Slut Me Out,NLE Choppa,"2,867",26.1,"346,862,697","72,540","23,493,477",67,8,8,"35,925"
A Tu Merced,Bad Bunny,"2,856",26.1,"778,269,101","94,041","20,880,365",70,35,12,"77,806"
Cake By The Ocean,DNCE,"2,863",26.1,"1,623,436,416","181,003","87,263,572",76,228,110,"2,298,858"
Exchange,Bryson Tiller,"2,857",26.1,"989,672,356","135,409","50,477,248",76,122,70,"370,637"
Wasted Love (feat. Lagique),Ofenbach,"2,868",26.1,"385,903,701","66,419","24,104,595",61,153,54,"1,047,713"
She Got the Best of Me,Luke Combs,"2,862",26.1,"572,628,080","58,161","18,234,682",79,28,3,"6,863"
Camelot,NLE Choppa,"2,854",26.1,"537,163,250","117,513","15,086,606",69,16,9,"9,038"
Stuck In The Middle,Tai Verdes,"2,861",26.1,"143,421,888","46,095","5,506,539",54,26,5,"176,782"
Step Back!,1nonly,"2,860",26.1,"166,436,749","48,250","16,940,138",68,9,3,"91,280"
ýýýýýý,YOASOBI,"2,855",26.1,"311,307,250","48,587","6,777,195",61,38,4,"20,773"
UK Rap,Dave,"2,882",26,"107,742,416","42,998","15,708,278",67,32,10,"367,040"
Mi Cama,KAROL G,"2,881",26,"224,367,887","21,036","7,372,736",57,31,23,"96,307"
True Love,Kanye West,"2,884",26,"269,363,579","84,173","16,979,097",70,14,10,"99,320"
